entity_term,entity_name
Bronchial biopsy abnormal,adverse
Biopsy cartilage abnormal,adverse
Cartilage biopsy abnormal,adverse
Nasal septal biopsy abnormal,adverse
Biopsy cervix abnormal,adverse
Cervix biopsy abnormal,adverse
Biopsy colon abnormal,adverse
Biopsy colonic abnormal,adverse
Colon biopsy abnormal,adverse
Colonic biopsy abnormal,adverse
Biopsy conjunctiva abnormal,adverse
Conjunctival biopsy abnormal,adverse
Biopsy cornea abnormal,adverse
Corneal biopsy abnormal,adverse
Biopsy endometrium abnormal,adverse
Endometrial biopsy abnormal,adverse
Biopsy epididymis abnormal,adverse
Epididymal biopsy abnormal,adverse
Biopsy heart abnormal,adverse
Biopsy kidney abnormal,adverse
Renal biopsy abnormal,adverse
Biopsy larynx abnormal,adverse
Laryngeal biopsy abnormal,adverse
Biopsy lip abnormal,adverse
Lip biopsy abnormal,adverse
Biopsy liver abnormal,adverse
Kupffer cell decrease,adverse
Kuppfer cell decrease,adverse
Liver biopsy abnormal,adverse
Kupffer cell increase,adverse
Biopsy lung abnormal,adverse
Lung biopsy abnormal,adverse
Biopsy lymph gland abnormal,adverse
Cervical lymph gland biopsy abnormal,adverse
Lymph gland biopsy abnormal,adverse
Lymph node biopsy abnormal,adverse
Sentinel node biopsy abnormal,adverse
Biopsy mucosa abnormal,adverse
Mucosal biopsy NOS abnormal,adverse
Biopsy muscle abnormal,adverse
Muscle biopsy abnormal,adverse
Biopsy esophagus abnormal,adverse
Biopsy oesophagus abnormal,adverse
Oesophageal biopsy abnormal,adverse
Esophageal biopsy abnormal,adverse
Biopsy ovary abnormal,adverse
Ovarian biopsy abnormal,adverse
Biopsy palate abnormal,adverse
Palatal biopsy abnormal,adverse
Biopsy parathyroid gland abnormal,adverse
Parathyroid gland biopsy abnormal,adverse
Biopsy penis abnormal,adverse
Penile biopsy abnormal,adverse
Biopsy pericardium abnormal,adverse
Open pericardial biopsy abnormal,adverse
Pericardial biopsy abnormal,adverse
Thoracoscopic pericardial biopsy abnormal,adverse
Biopsy peripheral nerve abnormal,adverse
Peripheral nerve biopsy abnormal,adverse
Biopsy peritoneum abnormal,adverse
Peritoneal biopsy abnormal,adverse
Biopsy pharynx abnormal,adverse
Pharyngeal biopsy abnormal,adverse
Biopsy pleura abnormal,adverse
Pleural biopsy abnormal,adverse
Biopsy rectum abnormal,adverse
Rectal biopsy abnormal,adverse
Biopsy retina abnormal,adverse
Retinal biopsy abnormal,adverse
Biopsy salivary gland abnormal,adverse
Salivary gland biopsy abnormal,adverse
Biopsy sclera abnormal,adverse
Scleral biopsy abnormal,adverse
Biopsy NOS abnormal,adverse
Biopsy site unspecified abnormal,adverse
Biopsy skin abnormal,adverse
External nose lesion biopsy abnormal,adverse
Facial lesion biopsy abnormal,adverse
Skin biopsy abnormal,adverse
Biopsy spinal cord abnormal,adverse
Spinal cord biopsy abnormal,adverse
Biopsy gastric abnormal,adverse
Biopsy stomach abnormal,adverse
Gastric biopsy abnormal,adverse
Biopsy testes abnormal,adverse
Testicular biopsy abnormal,adverse
Biopsy thymus gland abnormal,adverse
Thymus gland biopsy abnormal,adverse
Biopsy thyroid gland abnormal,adverse
Thyroid gland biopsy abnormal,adverse
Biopsy tongue abnormal,adverse
Tongue biopsy abnormal,adverse
Biopsy trachea abnormal,adverse
Tracheal biopsy abnormal,adverse
Laryngotracheal biopsy abnormal,adverse
Biopsy urethra abnormal,adverse
Urethral biopsy abnormal,adverse
Biopsy vagina abnormal,adverse
Vaginal biopsy abnormal,adverse
Biopsy vulva abnormal,adverse
Vulval biopsy abnormal,adverse
Biotin deficiency,adverse
"Bipolar affective disorder, depressed",adverse
"Bipolar affective disorder, depressed, in full remission",adverse
"Bipolar affective disorder, depressed, mild degree",adverse
"Bipolar affective disorder, depressed, moderate degree",adverse
"Bipolar affective disorder, depressed, unspecified degree",adverse
"Bipolar affective disorder, manic",adverse
"Bipolar affective disorder, manic, in full remission",adverse
"Bipolar affective disorder, manic, mild degree",adverse
"Bipolar affective disorder, manic, moderate degree",adverse
"Bipolar affective disorder, manic, unspecified degree",adverse
"Bipolar affective disorder, mixed",adverse
"Bipolar affective disorder, mixed, in full remission",adverse
"Bipolar affective disorder, mixed, mild degree",adverse
"Bipolar affective disorder, mixed, moderate degree",adverse
"Bipolar affective disorder, mixed, unspecified degree",adverse
Bipolar I disorder,adverse
Cycloid psychoses,adverse
Manic depression,adverse
Manic depressive,adverse
Manic depressive illness,adverse
Manic depressive psychosis,adverse
Manic depressive reaction,adverse
"Manic-depressive psychosis, circular type but currently depressed",adverse
"Manic-depressive psychosis, circular type but currently manic",adverse
"Manic-depressive psychosis, circular type, mixed",adverse
"Manic-depressive psychosis, other and unspecified",adverse
"Manic-depressive psychosis, unspecified",adverse
"Manic-depressive psychosis, depressed type",adverse
"Manic-depressive psychosis, manic type",adverse
Mixed affective disorder (psychosis),adverse
Other and unspecified manic-depressive psychosis,adverse
Other manic-depressive psychosis,adverse
Psychosis manic-depressive,adverse
Reaction manic-depressive,adverse
Mixed manic depressive episode,adverse
"Bipolar I disorder, hypomanic",adverse
Bipolar II disorder,adverse
Birth mark NOS,adverse
Birth mark,adverse
"Naevus, non-neoplastic",adverse
"Nevus, non-neoplastic",adverse
Birth trauma,adverse
Injuries to scalp due to birth trauma,adverse
Other specified birth trauma,adverse
Trauma birth,adverse
Traumatic birth,adverse
Unspecified birth trauma,adverse
Bite,adverse
Bite NOS,adverse
Black piedra,adverse
Bladder adenocarcinoma recurrent,adverse
Bladder adenocarcinoma stage 0,adverse
Bladder adenocarcinoma stage I,adverse
Bladder adenocarcinoma stage II,adverse
Bladder adenocarcinoma stage III,adverse
Bladder adenocarcinoma stage IV,adverse
Bladder adenocarcinoma,adverse
Bladder adenocarcinoma stage unspecified,adverse
Bladder cancer,adverse
Bladder cancer NOS,adverse
Bladder carcinoma,adverse
Bladder carcinoma NOS,adverse
Ca bladder,adverse
Carcinoma bladder,adverse
Carcinoma urinary bladder,adverse
Invasive bladder cancer,adverse
Malignant neoplasm of bladder,adverse
Malignant neoplasm of bladder neck,adverse
"Malignant neoplasm of bladder, part unspecified",adverse
Malignant neoplasm of dome of urinary bladder,adverse
Malignant neoplasm of trigone of urinary bladder,adverse
Malignant neoplasm of urachus,adverse
Malignant neoplasm of ureteric orifice,adverse
Urinary bladder carcinoma,adverse
Bladder cancer recurrent,adverse
Bladder carcinoma recurrent,adverse
Ca bladder recurrent,adverse
Carcinoma bladder recurrent,adverse
Carcinoma urinary bladder recurrent,adverse
Malignant neoplasm of bladder neck recurrent,adverse
Malignant neoplasm of bladder recurrent,adverse
"Malignant neoplasm of bladder, part unspecified recurrent",adverse
Malignant neoplasm of urachus recurrent,adverse
Malignant neoplasm of ureteric orifice recurrent,adverse
Urinary bladder carcinoma recurrent,adverse
Carcinoma in situ of bladder,adverse
Carcinoma in situ of bladder NOS,adverse
Carcinoma in situ of the bladder,adverse
Bladder cancer stage II,adverse
Bladder carcinoma stage II,adverse
Ca bladder stage II,adverse
Carcinoma bladder stage II,adverse
Carcinoma urinary bladder stage II,adverse
Invasive bladder cancer stage II,adverse
Malignant neoplasm of bladder neck stage II,adverse
Malignant neoplasm of bladder stage II,adverse
Malignant neoplasm of urachus stage II,adverse
Malignant neoplasm of ureteric orifice stage II,adverse
Urinary bladder carcinoma stage II,adverse
Bladder cancer stage III,adverse
Bladder carcinoma stage III,adverse
Ca bladder stage III,adverse
Carcinoma bladder stage III,adverse
Carcinoma urinary bladder stage III,adverse
Invasive bladder cancer stage III,adverse
Malignant neoplasm of bladder neck stage III,adverse
Malignant neoplasm of bladder stage III,adverse
Malignant neoplasm of urachus stage III,adverse
Malignant neoplasm of ureteric orifice stage III,adverse
Urinary bladder carcinoma stage III,adverse
Bladder cancer stage IV,adverse
Bladder carcinoma stage IV,adverse
Ca bladder stage IV,adverse
Carcinoma bladder stage IV,adverse
Carcinoma urinary bladder stage IV,adverse
Invasive bladder cancer stage IV,adverse
Malignant neoplasm of bladder neck stage IV,adverse
Malignant neoplasm of bladder stage IV,adverse
Malignant neoplasm of urachus stage IV,adverse
Malignant neoplasm of ureteric orifice stage IV,adverse
Urinary bladder carcinoma stage IV,adverse
Bladder dilatation,adverse
Bladder distension,adverse
Bladder overdistension,adverse
Megabladder,adverse
Bladder discomfort,adverse
Bladder diverticulum,adverse
Diverticulum of bladder,adverse
Bladder fibrosis,adverse
Bladder granuloma,adverse
Bladder irritability,adverse
Bladder irritation,adverse
Irritable bladder,adverse
Bladder neck obstruction,adverse
Bladder-neck obstruction,adverse
Bladder neck stricture,adverse
Bladder neck contracture,adverse
Bladder neoplasm,adverse
Bladder neoplasm NOS,adverse
Neoplasm bladder,adverse
Neoplasm of uncertain behavior of bladder,adverse
Neoplasm of uncertain behaviour of bladder,adverse
Neoplasm of unspecified nature of bladder,adverse
Neoplasm urinary bladder,adverse
Bladder obstruction,adverse
Obstruction urinary bladder,adverse
Urinary bladder obstruction,adverse
Bladder cramps,adverse
Bladder pain,adverse
Cystalgia,adverse
Pain bladder,adverse
Bladder papilloma,adverse
Bladder wart,adverse
Papilloma of bladder,adverse
Atonic bladder sphincter,adverse
Bladder sphincter atony,adverse
Bladder squamous cell carcinoma recurrent,adverse
Squamous cell bladder carcinoma recurrent,adverse
Squamous cell carcinoma of the bladder recurrent,adverse
Bladder squamous cell carcinoma stage 0,adverse
Squamous cell bladder carcinoma stage 0,adverse
Bladder squamous cell carcinoma stage I,adverse
Squamous cell bladder carcinoma stage I,adverse
Bladder squamous cell carcinoma stage II,adverse
Squamous cell bladder carcinoma stage II,adverse
Bladder squamous cell carcinoma stage III,adverse
Squamous cell bladder carcinoma stage III,adverse
Bladder squamous cell carcinoma stage IV,adverse
Squamous cell bladder carcinoma stage IV,adverse
Bladder squamous cell carcinoma,adverse
Bladder squamous cell carcinoma stage unspecified,adverse
Bladder constriction,adverse
Bladder stenosis,adverse
Stenosis bladder,adverse
Stenosis urinary bladder,adverse
Bladder telangiectasia,adverse
Bladder transitional cell carcinoma,adverse
Urothelial carcinoma bladder,adverse
Adenocarcinoma with transitional cell carcinoma of bladder,adverse
Papillary transitional cell carcinoma of bladder,adverse
Blast cell proliferation,adverse
Blastocystis hominis infection,adverse
Blastocystis infection,adverse
Blastomyces dermatitidis infection,adverse
Blastomycosis,adverse
Blastomycotic infection,adverse
Blastomycosis recurrent,adverse
Disseminated blastomycosis,adverse
Anovular dysfunctional uterine bleeding,adverse
Anovular menorrhagia,adverse
Bleeding anovulatory,adverse
Anovulatory haemorrhage,adverse
Anovulatory hemorrhage,adverse
Bleeding time increased,adverse
Bleeding time prolonged,adverse
Haemostasis prolonged,adverse
Hemostasis prolonged,adverse
Bleeding time decreased,adverse
Bleeding time shortened,adverse
Bleeding varicose vein,adverse
Varicose vein haemorrhage,adverse
Varicose vein hemorrhage,adverse
Blepharal pigmentation,adverse
Hyperpigmentation of eyelid,adverse
Blepharitis,adverse
"Blepharitis, unspecified",adverse
Dermatitis eyelid,adverse
Inflammation of eyelids,adverse
Noninfectious dermatoses of eyelid,adverse
Other inflammations of eyelids,adverse
Squamous blepharitis,adverse
Ulcerative blepharitis,adverse
Unspecified inflammation of eyelid,adverse
Angular blepharitis,adverse
Marginal blepharitis,adverse
Allergic blepharitis,adverse
Blepharitis allergic,adverse
Contact and allergic dermatitis of eyelid,adverse
Blepharochalasis,adverse
Dermatochalasis,adverse
Eyelid dermatochalasis,adverse
Sagging eyelid skin,adverse
Blepharophimosis,adverse
Blepharospasm,adverse
Spasm eyelid,adverse
Eyelid twitching,adverse
Eyelid dystonia,adverse
Bilateral blindness,adverse
Blind,adverse
Blind both eyes,adverse
Blind hypertensive eye,adverse
Blind hypotensive eye,adverse
Blindness,adverse
Blindness and low vision,adverse
Blindness NOS,adverse
"Blindness, both eyes",adverse
"Blindness, one eye, low vision other eye",adverse
"Blindness, one eye; low vision other eye",adverse
Impairment level not further specified,adverse
"Legal blindness, as defined in U.S.A.",adverse
Loss of vision,adverse
"Moderate or severe vision impairment, both eyes",adverse
"Profound vision impairment, both eyes",adverse
"Unqualified visual loss, both eyes",adverse
Unspecified visual loss,adverse
Vision impairment of lesser eye,adverse
Vision loss,adverse
Blindness impairment level not further specified,adverse
No light perception,adverse
Cecity,adverse
Blindness congenital,adverse
Congenital blindness,adverse
Blindness cortical,adverse
Cortical blindness,adverse
Blindness day,adverse
Hemeralopia,adverse
Blindness hysterical,adverse
Blindness temporary,adverse
Blindness transient,adverse
Cortical blindness transient,adverse
Transient blindness,adverse
Transient visual loss,adverse
Temporary vision loss,adverse
Transient partial visual loss,adverse
Blindness traumatic,adverse
Traumatic blindness,adverse
Blind left eye,adverse
Blind right eye,adverse
Blindness unilateral,adverse
"Blindness, one eye",adverse
"Moderate or severe vision impairment, one eye",adverse
"Profound vision impairment, one eye",adverse
Unilateral blindness,adverse
"Unqualified visual loss, one eye",adverse
Unilateral vision loss,adverse
Blister,adverse
"Blister of fingers, without mention of infection",adverse
"Blister of trunk, without mention of infection",adverse
Blistering,adverse
Blisters,adverse
Bullae,adverse
Vesicle,adverse
Vesicles,adverse
Delayed blistering,adverse
Yellow blistering,adverse
Blister infected,adverse
"Blister of elbow, forearm, and wrist, infected",adverse
"Blister of fingers, infected",adverse
"Blister of foot and toe(s), infected",adverse
"Blister of hand(s) except finger(s) alone, infected",adverse
"Blister of shoulder and upper arm, infected",adverse
"Blister of trunk, infected",adverse
Acid phosphatase abnormal,adverse
Blood acid phosphatase abnormal,adverse
Blood acid phosphatase abnormal NOS,adverse
Plasma acid phosphatase abnormal,adverse
Serum acid phosphatase abnormal,adverse
Acid phosphatase decreased,adverse
Acid phosphatase low,adverse
Blood acid phosphatase decreased,adverse
Plasma acid phosphatase decreased,adverse
Serum acid phosphatase decreased,adverse
Acid phosphatase high,adverse
Acid phosphatase increased,adverse
Acid phosphatase serum incr,adverse
Acid phosphatase serum increased,adverse
Blood acid phosphatase increased,adverse
Phosphatase acid increased,adverse
Plasma acid phosphatase increased,adverse
Serum acid phosphatase increased,adverse
Albumin abnormal,adverse
Albumin abnormal NOS,adverse
Blood albumin abnormal,adverse
Plasma albumin abnormal,adverse
Serum albumin abnormal,adverse
Albumin decreased,adverse
Albumin low,adverse
Albumin serum plasma decreased,adverse
Blood albumin decreased,adverse
Plasma albumin decreased,adverse
Serum albumin decreased,adverse
Albumin high,adverse
Albumin increased,adverse
Blood albumin increased,adverse
Plasma albumin increased,adverse
Serum albumin increased,adverse
Blood aldosterone abnormal,adverse
Plasma aldosterone abnormal,adverse
Serum aldosterone abnormal,adverse
Aldosterone decreased,adverse
Aldosterone low,adverse
Blood aldosterone decreased,adverse
Plasma aldosterone decreased,adverse
Serum aldosterone decreased,adverse
Aldosterone high,adverse
Aldosterone increased,adverse
Blood aldosterone increased,adverse
Plasma aldosterone increased,adverse
Serum aldosterone increased,adverse
